Location,Date,Method,TowDistance,SetTime,FlowMeterStart,FlowMeterEnd,Rotations,MeshSize,RingSize,TotalVolume,SubsampledVolume,Taxon,Count,nSubsamples,TaxonomicGrouping,BiomassIndex,TotalBiomass,RingSize_m,distance,volumesampled,samplecount,ind_m3,samplebiomass,bio_m3,radius,Taxa
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Diaptomus spp.,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Eurytemora affinis adult,1,1,Calanoid,3.068,3.068,0.5,7.76630476630477,1.5249103749601531,20.74074074074074,13.601285086202335,63.632592592592594,41.72874264446877,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Eurytemora affinis copepodid,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Osphranticum copepodid,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Osphranticum labronectum,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Pseudodiaptomus forbesi adult,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Pseudodiaptomus forbesi copepodid,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Sinocalanus doerrii adult,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Sinocalanus doerrii copepodid,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Skistodiaptomus pallidus,5,1,Calanoid,3,15,0.5,7.76630476630477,1.5249103749601531,103.7037037037037,68.00642543101166,311.1111111111111,204.019276293035,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Tortanus copepodid,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Tortanus spp.,0,NA,Calanoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Calanoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Alona,1,1,Cladocera,0.6,0.6,0.5,7.76630476630477,1.5249103749601531,20.74074074074074,13.601285086202335,12.444444444444445,8.160771051721401,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Alonella,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Bosmina,38,1,Cladocera,0.6,22.8,0.5,7.76630476630477,1.5249103749601531,788.1481481481482,516.8488332756887,472.8888888888889,310.10929996541324,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Camptocercus,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Ceriodaphnia,29,1,Cladocera,1.4,40.6,0.5,7.76630476630477,1.5249103749601531,601.4814814814815,394.43726749986774,842.0740740740741,552.2121744998149,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Chydorus,16,1,Cladocera,0.6,9.6,0.5,7.76630476630477,1.5249103749601531,331.85185185185185,217.62056137923736,199.11111111111111,130.57233682754241,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Daphnia,10,1,Cladocera,4,40,0.5,7.76630476630477,1.5249103749601531,207.4074074074074,136.01285086202333,829.6296296296296,544.0514034480933,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Diaphanosoma,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Disparalona,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Eurycercus,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Graptoleberis,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Ilyocryptus,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Kurzia,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Leydigia,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Macrothrix,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Moina,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Monospilus,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Picripleuroxus,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Pleuroxus,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Pseudochydorus,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Scaphloberis,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Sida,0,NA,Cladocera,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Simocephalus,7,1,Cladocera,1,7,0.5,7.76630476630477,1.5249103749601531,145.1851851851852,95.20899560341634,145.1851851851852,95.20899560341634,100,Cladocera
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Harpacticoids,0,NA,Harpacticoid,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Harpacticoid
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Americorophium,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Annelid,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Baby Clam,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Baby snail,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Clam,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Corophium spp.,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Cumacean,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Fish,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Fish eggs,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Gammarus spp.,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Insect larvae,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Isopod,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Larval Fish,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Mysids,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Shrimp,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-24,Tow,NA,2,970000,970289,289,50,50,112,5.4,Snail,0,NA,Macrozoo,NA,0,0.5,7.76630476630477,1.5249103749601531,0,0,0,0,100,Macrozoo
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,0.2,Rotifers,80,1,Microzoo,0.12,9.6,0.5,23.8632478632479,4.685537761123238,30000,6402.680232120948,3600,768.3216278545137,100,Microzoo
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,0.2,Barnacles,0,NA,Microzoo,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Microzoo
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,0.2,Copepod nauplii,241,1,Microzoo,0.1,24.1,0.5,23.8632478632479,4.685537761123238,90375,19288.074199264356,9037.5,1928.8074199264354,100,Microzoo
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,0.2,Ostracods,0,NA,Microzoo,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Microzoo
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Acanthocyclops vernalis adult,6,1,Cyclopoid,3.36,20.16,0.5,23.8632478632479,4.685537761123238,250,53.3556686010079,840,179.27504649938652,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Acanthocyclops vernalis copepodid,0,NA,Cyclopoid,1.68,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Cyclopoid adult,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Cyclopoid copepodid,157,1,Cyclopoid,1.68,263.76,0.5,23.8632478632479,4.685537761123238,6541.666666666666,1396.1399950597065,10989.999999999998,2345.515191700307,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Diacyclops thomasi,1,1,Cyclopoid,3.36,3.36,0.5,23.8632478632479,4.685537761123238,41.666666666666664,8.892611433501315,140,29.87917441656442,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Ectocyclops phaleratus,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Eucyclops,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Limnoithona copepodid,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Limnoithona sinensis,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Limnoithona spp.,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Limnoithona tetraspina,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Macrocyclops albidus,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Mesocyclops edax,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Microcyclops rubellus,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Monospilus,0,NA,Cladocera,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cladocera
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Oithona copepodid,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Oithona davisae,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Oithona similis,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Oithona spp.,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Paracyclops chiltoni,0,NA,Cyclopoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cyclopoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Acartia copepodid,0,NA,Calanoid,1.301,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Acartia spp.,0,NA,Calanoid,0,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Acartiella copepodid,0,NA,Calanoid,1.162,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Acartiella sinensis,0,NA,Calanoid,2.666,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Calanoid copepodid,4,1,Calanoid,1.5,6,0.5,23.8632478632479,4.685537761123238,166.66666666666666,35.57044573400526,250,53.3556686010079,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Diaptomus copepodid,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Diaptomus spp.,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Eurytemora affinis adult,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Eurytemora affinis copepodid,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Osphranticum copepodid,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Osphranticum labronectum,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Pseudodiaptomus forbesi adult,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Pseudodiaptomus forbesi copepodid,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Sinocalanus doerrii adult,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Sinocalanus doerrii copepodid,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Skistodiaptomus pallidus,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Tortanus copepodid,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Tortanus spp.,0,NA,Calanoid,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Calanoid
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Alona,1,1,Cladocera,0.6,0.6,0.5,23.8632478632479,4.685537761123238,41.666666666666664,8.892611433501315,24.999999999999996,5.335566860100789,100,Cladocera
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Alonella,0,NA,Cladocera,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cladocera
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Bosmina,14,1,Cladocera,0.6,8.4,0.5,23.8632478632479,4.685537761123238,583.3333333333333,124.49656006901841,350,74.69793604141105,100,Cladocera
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Camptocercus,0,NA,Cladocera,NA,0,0.5,23.8632478632479,4.685537761123238,0,0,0,0,100,Cladocera
RV,2019-01-29,Tow,NA,2,971100,971988,888,50,50,75,1.8,Ceriodaphnia,2,1,Cladocera,1.4,2.8,0.5,23.8632478632479,4.685537761123238,83.33333333333333,17.78522286700263,116.66666666666666,24.899312013803684,100,Cladocera
