"project","SAM_code","samp_id","station","date","time","net_size_um","high_algae","high_detritus","high_silt","no_micro_tally","no_meso_tally","samp_num","tow","id_by","scope","mag","id_date","num_of_jars","num_of_vials","category","taxon","count","subsample","v1_ml","sub1_ml","v2_ml","sub2_ml","vsed_ml","comments"
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"MICROZOOPLANKTON & NAUPLII","Ostracods",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Acanthocyclops spp. adult",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Acanthocyclops spp. copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Cyclopoid adult",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Cyclopoid copepodid",127,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Diacyclops thomasi",3,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Ectocyclops phaleratus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Ergasilus spp.",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Eucyclops pectinifer",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Limnoithona copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Limnoithona sinensis",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Limnoithona spp.",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Limnoithona tetraspina",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Macrocyclops albidus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Mesocyclops edax",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Microcyclops rubellus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Oithona copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Oithona davisae",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Oithona similis",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Oithona spp.",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Paracyclops fimbriatus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CYCLOPOIDS","Tropocyclops",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Acartia copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Acartia spp.",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Acartiella copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Acartiella sinensis",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Arctodiaptomus dorsalis",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Calanoid copepodid",4,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Diaptomus copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Diaptomus spp.",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Eurytemora affinis adult",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Eurytemora affinis copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Leptodiaptomus siciloides",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Osphranticum copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Osphranticum labronectum",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Pseudodiaptomus forbesi adult",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Pseudodiaptomus forbesi copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Sinocalanus doerrii adult",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Sinocalanus doerrii copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Skistodiaptomus pallidus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Tortanus copepodid",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CALANOIDS","Tortanus spp.",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Alona",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Alonella",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Bosmina",21,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Camptocercus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Camptocercus juvenile",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Ceriodaphnia",8,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Chydorus",9,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Daphnia",20,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Diaphanosoma",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Disparalona",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Eurycercus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Graptoleberis",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Ilyocryptus",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Kurzia",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Leydigia",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Macrothrix",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Moina",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Monospilus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Picripleuroxus",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Pleuroxus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Pseudochydorus",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Scapholeberis",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Sida",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Simocephalus",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Bosmina juvenile",4,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"CLADOCERA","Ceriodaphnia juvenile",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"HARPACTICOIDS","Harpacticoids",2,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"MACROZOOPLANKTON","Amphipoda",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"MACROZOOPLANKTON","Annelida",1,1,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"MACROZOOPLANKTON","Bivalvia veliger",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"MACROZOOPLANKTON","Cnidaria",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"MACROZOOPLANKTON","Cumacean",0,0,90,5,90,13,9,""
"SMELT STUDY","","20220208_1152_RIO VISTA_ZOOP150","RIO VISTA",2022-02-08,"11:52","150",TRUE,FALSE,TRUE,TRUE,TRUE,31,NA,"BSA","wilovert","100x",2022-07-13,"1",NA,"MACROZOOPLANKTON","Hydrachnidia",0,0,90,5,90,13,9,""
