"","Day","DOY","StationID","Year","SensorType","MeanValue","MeanValue2"
"106",2019-10-27,300,"RVB",2019,"EL COND",129.75,0.0674307266307991
"107",2019-10-27,300,"RVB",2019,"TEMP W",60.9020833333333,16.056712962963
"108",2019-10-27,300,"RVB",2019,"TURB W",8.455625,8.455625
"109",2019-10-28,301,"BDL",2019,"EL COND",7973.76041666667,4.93874125901648
"110",2019-10-28,301,"BDL",2019,"TEMP W",59.290625,15.1614583333333
"111",2019-10-28,301,"BDL",2019,"TURB W",54.3629166666667,54.3629166666667
"112",2019-10-28,301,"RVB",2019,"EL COND",131.239583333333,0.0682239598549614
"113",2019-10-28,301,"RVB",2019,"TEMP W",59.575,15.3194444444444
"114",2019-10-28,301,"RVB",2019,"TURB W",14.6697916666667,14.6697916666667
"115",2019-10-29,302,"BDL",2019,"EL COND",8175.5625,5.0730009283002
"116",2019-10-29,302,"BDL",2019,"TEMP W",58.8572916666667,14.9207175925926
"117",2019-10-29,302,"BDL",2019,"TURB W",57.18375,57.18375
"118",2019-10-29,302,"RVB",2019,"EL COND",132.479166666667,0.0688840897373275
"119",2019-10-29,302,"RVB",2019,"TEMP W",58.8875,14.9375
"120",2019-10-29,302,"RVB",2019,"TURB W",14.9778125,14.9778125
"121",2019-10-30,303,"BDL",2019,"EL COND",8314.63953488372,5.16570105926992
"122",2019-10-30,303,"BDL",2019,"TEMP W",57.9046511627907,14.3914728682171
"123",2019-10-30,303,"BDL",2019,"TURB W",54.3248837209302,54.3248837209302
"124",2019-10-30,303,"RVB",2019,"EL COND",133.277108433735,0.0693090408460635
"125",2019-10-30,303,"RVB",2019,"TEMP W",57.8855421686747,14.3808567603748
"126",2019-10-30,303,"RVB",2019,"TURB W",12.811686746988,12.811686746988
"127",2019-10-31,304,"BDL",2019,"EL COND",8357.04444444444,5.19399310730702
"128",2019-10-31,304,"BDL",2019,"TEMP W",57.2211111111111,14.0117283950617
"129",2019-10-31,304,"BDL",2019,"TURB W",38.7798888888889,38.7798888888889
"130",2019-10-31,304,"RVB",2019,"EL COND",133.684210526316,0.0695258511120845
"131",2019-10-31,304,"RVB",2019,"TEMP W",57.2873684210526,14.0485380116959
"132",2019-10-31,304,"RVB",2019,"TURB W",9.63010526315789,9.63010526315789
"133",2019-11-01,305,"BDL",2019,"EL COND",8474.94565217391,5.2727225114211
"134",2019-11-01,305,"BDL",2019,"TEMP W",57.1010869565217,13.9450483091787
"135",2019-11-01,305,"BDL",2019,"TURB W",35.1784782608696,35.1784782608696
"136",2019-11-01,305,"RVB",2019,"EL COND",134.260869565217,0.0698329674914666
"137",2019-11-01,305,"RVB",2019,"TEMP W",56.9076086956522,13.8375603864734
"138",2019-11-01,305,"RVB",2019,"TURB W",7.55739130434783,7.55739130434783
"139",2019-11-02,306,"BDL",2019,"EL COND",8474.09375,5.27215329483832
"140",2019-11-02,306,"BDL",2019,"TEMP W",56.9447916666667,13.8582175925926
"141",2019-11-02,306,"BDL",2019,"TURB W",30.6820833333333,30.6820833333333
"142",2019-11-02,306,"RVB",2019,"EL COND",133.458333333333,0.0694055553777576
"143",2019-11-02,306,"RVB",2019,"TEMP W",56.6229166666667,13.6793981481481
"144",2019-11-02,306,"RVB",2019,"TURB W",5.60208333333333,5.60208333333333
"145",2019-11-03,307,"BDL",2019,"EL COND",8527.94791666667,5.30814714935752
"146",2019-11-03,307,"BDL",2019,"TEMP W",57.0729166666667,13.9293981481481
"147",2019-11-03,307,"BDL",2019,"TURB W",25.9552083333333,25.9552083333333
"148",2019-11-03,307,"RVB",2019,"EL COND",133.645833333333,0.069505412450866
"149",2019-11-03,307,"RVB",2019,"TEMP W",56.4322916666667,13.5734953703704
"150",2019-11-03,307,"RVB",2019,"TURB W",4.60083333333333,4.60083333333333
"151",2019-11-04,308,"BDL",2019,"EL COND",8498.35416666667,5.28836540931116
"152",2019-11-04,308,"BDL",2019,"TEMP W",57.2114583333333,14.0063657407407
"153",2019-11-04,308,"BDL",2019,"TURB W",23.8219791666667,23.8219791666667
"154",2019-11-04,308,"RVB",2019,"EL COND",134.989583333333,0.0702210739962731
"155",2019-11-04,308,"RVB",2019,"TEMP W",56.3114583333333,13.5063657407407
"156",2019-11-04,308,"RVB",2019,"TURB W",3.93697916666667,3.93697916666667
"157",2019-11-05,309,"BDL",2019,"EL COND",8461.46875,5.26371823209853
"158",2019-11-05,309,"BDL",2019,"TEMP W",57.3833333333333,14.1018518518519
"159",2019-11-05,309,"BDL",2019,"TURB W",23.7627083333333,23.7627083333333
"160",2019-11-05,309,"RVB",2019,"EL COND",135.75,0.0706260762727019
"161",2019-11-05,309,"RVB",2019,"TEMP W",56.325,13.5138888888889
"162",2019-11-05,309,"RVB",2019,"TURB W",3.589375,3.589375
"163",2019-11-06,310,"BDL",2019,"EL COND",8464.79166666667,5.26593824273051
"164",2019-11-06,310,"BDL",2019,"TEMP W",57.625,14.2361111111111
"165",2019-11-06,310,"BDL",2019,"TURB W",24.6273958333333,24.6273958333333
"166",2019-11-06,310,"RVB",2019,"EL COND",134.666666666667,0.0700490901764431
"167",2019-11-06,310,"RVB",2019,"TEMP W",56.4375,13.5763888888889
"168",2019-11-06,310,"RVB",2019,"TURB W",3.7928125,3.7928125
"169",2023-08-31,243,"BDL",2023,"EL COND",4830.91578947368,2.89054208292192
"170",2023-08-31,243,"BDL",2023,"TEMP W",73.4157894736842,23.0087719298246
"171",2023-08-31,243,"BDL",2023,"TURB W",37.5121052631579,37.5121052631579
"172",2023-08-31,243,"RVB",2023,"EL COND",147.589473684211,0.0769336091379009
"173",2023-08-31,243,"RVB",2023,"TEMP W",72.6947368421053,22.6081871345029
"174",2023-08-31,243,"RVB",2023,"TURB W",5.53810526315789,5.53810526315789
"175",2023-09-01,244,"BDL",2023,"EL COND",4684.1875,2.79715638553266
"176",2023-09-01,244,"BDL",2023,"TEMP W",72.5614583333333,22.5341435185185
"177",2023-09-01,244,"BDL",2023,"TURB W",41.0941666666667,41.0941666666667
"178",2023-09-01,244,"RVB",2023,"EL COND",148.791666666667,0.0775742986961274
"179",2023-09-01,244,"RVB",2023,"TEMP W",72.396875,22.4427083333333
"180",2023-09-01,244,"RVB",2023,"TURB W",6.163125,6.163125
"181",2023-09-02,245,"BDL",2023,"EL COND",3999.5625,2.36456586852819
"182",2023-09-02,245,"BDL",2023,"TEMP W",71.7385416666667,22.0769675925926
"183",2023-09-02,245,"BDL",2023,"TURB W",37.5364583333333,37.5364583333333
"184",2023-09-02,245,"RVB",2023,"EL COND",148.25,0.0772856205692357
"185",2023-09-02,245,"RVB",2023,"TEMP W",71.5833333333333,21.9907407407407
"186",2023-09-02,245,"RVB",2023,"TURB W",5.45020833333333,5.45020833333333
"187",2023-09-03,246,"BDL",2023,"EL COND",3820.05208333333,2.25204464728829
"188",2023-09-03,246,"BDL",2023,"TEMP W",71.4927083333333,21.9403935185185
"189",2023-09-03,246,"BDL",2023,"TURB W",34.6565625,34.6565625
"190",2023-09-03,246,"RVB",2023,"EL COND",148.614583333333,0.0774799221494888
"191",2023-09-03,246,"RVB",2023,"TEMP W",70.9322916666667,21.6290509259259
"192",2023-09-03,246,"RVB",2023,"TURB W",5.6590625,5.6590625
"193",2023-09-04,247,"BDL",2023,"EL COND",3806.43157894737,2.24352315375169
"194",2023-09-04,247,"BDL",2023,"TEMP W",71.5157894736842,21.953216374269
"195",2023-09-04,247,"BDL",2023,"TURB W",29.7324210526316,29.7324210526316
"196",2023-09-04,247,"RVB",2023,"EL COND",149.010526315789,0.0776909412839265
"197",2023-09-04,247,"RVB",2023,"TEMP W",70.4378947368421,21.3543859649123
"198",2023-09-04,247,"RVB",2023,"TURB W",5.24252631578947,5.24252631578947
"199",2023-09-05,248,"BDL",2023,"EL COND",3660.90625,2.15262231224997
"200",2023-09-05,248,"BDL",2023,"TEMP W",71.7645833333333,22.0914351851852
"201",2023-09-05,248,"BDL",2023,"TURB W",24.069375,24.069375
"202",2023-09-05,248,"RVB",2023,"EL COND",149.822916666667,0.0781239229364175
"203",2023-09-05,248,"RVB",2023,"TEMP W",70.1489583333333,21.1938657407407
"204",2023-09-05,248,"RVB",2023,"TURB W",4.30854166666667,4.30854166666667
"205",2023-09-06,249,"BDL",2023,"EL COND",3477.91666666667,2.03870518288217
"206",2023-09-06,249,"BDL",2023,"TEMP W",71.9260416666667,22.1811342592593
"207",2023-09-06,249,"BDL",2023,"TURB W",20.2638541666667,20.2638541666667
"208",2023-09-06,249,"RVB",2023,"EL COND",150.416666666667,0.078440388682761
"209",2023-09-06,249,"RVB",2023,"TEMP W",69.6802083333333,20.9334490740741
"210",2023-09-06,249,"RVB",2023,"TURB W",4.29145833333333,4.29145833333333
"211",2023-09-07,250,"BDL",2023,"EL COND",3017.39583333333,1.75391913978315
"212",2023-09-07,250,"BDL",2023,"TEMP W",71.5375,21.9652777777778
"213",2023-09-07,250,"BDL",2023,"TURB W",18.8686458333333,18.8686458333333
"214",2023-09-07,250,"RVB",2023,"EL COND",150.489583333333,0.0784792536845513
"215",2023-09-07,250,"RVB",2023,"TEMP W",69.3927083333333,20.7737268518519
"216",2023-09-07,250,"RVB",2023,"TURB W",3.7371875,3.7371875
"217",2023-09-08,251,"BDL",2023,"EL COND",2723.11458333333,1.57359871791795
"218",2023-09-08,251,"BDL",2023,"TEMP W",71.3791666666667,21.8773148148148
"219",2023-09-08,251,"BDL",2023,"TURB W",21.698125,21.698125
"220",2023-09-08,251,"RVB",2023,"EL COND",150.15625,0.078301586514405
"221",2023-09-08,251,"RVB",2023,"TEMP W",69.6614583333333,20.9230324074074
"222",2023-09-08,251,"RVB",2023,"TURB W",3.63583333333333,3.63583333333333
"223",2023-09-09,252,"BDL",2023,"EL COND",2725.20833333333,1.57487695762729
"224",2023-09-09,252,"BDL",2023,"TEMP W",71.4291666666667,21.9050925925926
"225",2023-09-09,252,"BDL",2023,"TURB W",21.1395833333333,21.1395833333333
"226",2023-09-09,252,"RVB",2023,"EL COND",152.520833333333,0.0795619922062349
"227",2023-09-09,252,"RVB",2023,"TEMP W",69.9989583333333,21.1105324074074
"228",2023-09-09,252,"RVB",2023,"TURB W",3.86177083333333,3.86177083333333
"229",2023-09-10,253,"BDL",2023,"EL COND",2728.35416666667,1.57679762672411
"230",2023-09-10,253,"BDL",2023,"TEMP W",71.3885416666667,21.8825231481481
"231",2023-09-10,253,"BDL",2023,"TURB W",22.0511458333333,22.0511458333333
"232",2023-09-10,253,"RVB",2023,"EL COND",154.989583333333,0.0808781254693474
"233",2023-09-10,253,"RVB",2023,"TEMP W",70.16875,21.2048611111111
"234",2023-09-10,253,"RVB",2023,"TURB W",4.014375,4.014375
"235",2023-09-11,254,"BDL",2023,"EL COND",2678.18947368421,1.54618853568339
"236",2023-09-11,254,"BDL",2023,"TEMP W",71.3494736842105,21.8608187134503
"237",2023-09-11,254,"BDL",2023,"TURB W",23.7618947368421,23.7618947368421
"238",2023-09-11,254,"RVB",2023,"EL COND",157.652631578947,0.0822980867564973
"239",2023-09-11,254,"RVB",2023,"TEMP W",70.3031578947368,21.2795321637427
"240",2023-09-11,254,"RVB",2023,"TURB W",4.35347368421053,4.35347368421053
"241",2023-09-12,255,"BDL",2023,"EL COND",2533.73958333333,1.45827540306462
"242",2023-09-12,255,"BDL",2023,"TEMP W",71.0927083333333,21.7181712962963
"243",2023-09-12,255,"BDL",2023,"TURB W",26.49375,26.49375
"244",2023-09-12,255,"RVB",2023,"EL COND",160.34375,0.0837332850920319
"245",2023-09-12,255,"RVB",2023,"TEMP W",70.275,21.2638888888889
"246",2023-09-12,255,"RVB",2023,"TURB W",4.49791666666667,4.49791666666667
"247",2023-09-13,256,"BDL",2023,"EL COND",2374.12280701754,1.36153504021338
"248",2023-09-13,256,"BDL",2023,"TEMP W",71.2333333333333,21.7962962962963
"249",2023-09-13,256,"BDL",2023,"TURB W",28.1570175438596,28.1570175438596
"250",2023-09-13,256,"RVB",2023,"EL COND",161.649122807018,0.0844295537655332
"251",2023-09-13,256,"RVB",2023,"TEMP W",70.3473684210526,21.3040935672515
"252",2023-09-13,256,"RVB",2023,"TURB W",4.5078947368421,4.5078947368421
"253",2023-09-14,257,"BDL",2023,"EL COND",2173.23958333333,1.24041639591968
"254",2023-09-14,257,"BDL",2023,"TEMP W",71.0635416666667,21.7019675925926
"255",2023-09-14,257,"BDL",2023,"TURB W",28.8555208333333,28.8555208333333
"256",2023-09-14,257,"RVB",2023,"EL COND",161.166666666667,0.0841722101617497
"257",2023-09-14,257,"RVB",2023,"TEMP W",70.190625,21.2170138888889
"258",2023-09-14,257,"RVB",2023,"TURB W",4.76239583333333,4.76239583333333
"259",2023-09-15,258,"BDL",2023,"EL COND",1955.38541666667,1.10991241763971
"260",2023-09-15,258,"BDL",2023,"TEMP W",70.6604166666667,21.4780092592593
"261",2023-09-15,258,"BDL",2023,"TURB W",37.82875,37.82875
"262",2023-09-15,258,"RVB",2023,"EL COND",160.916666666667,0.0840388630156582
"263",2023-09-15,258,"RVB",2023,"TEMP W",69.959375,21.0885416666667
"264",2023-09-15,258,"RVB",2023,"TURB W",4.87708333333333,4.87708333333333
"265",2023-09-16,259,"BDL",2023,"EL COND",1792.32291666667,1.01284766769317
"266",2023-09-16,259,"BDL",2023,"TEMP W",70.0083333333333,21.1157407407407
"267",2023-09-16,259,"BDL",2023,"TURB W",32.2103125,32.2103125
"268",2023-09-16,259,"RVB",2023,"EL COND",160.520833333333,0.0838277350741226
"269",2023-09-16,259,"RVB",2023,"TEMP W",69.571875,20.8732638888889
"270",2023-09-16,259,"RVB",2023,"TURB W",6.05458333333333,6.05458333333333
"271",2023-09-17,260,"BDL",2023,"EL COND",1701.55319148936,0.959058639570221
"272",2023-09-17,260,"BDL",2023,"TEMP W",69.2329787234043,20.684988179669
"273",2023-09-17,260,"BDL",2023,"TURB W",33.1098936170213,33.1098936170213
"274",2023-09-17,260,"RVB",2023,"EL COND",160.340425531915,0.0837315119501656
"275",2023-09-17,260,"RVB",2023,"TEMP W",69.1478723404255,20.637706855792
"276",2023-09-17,260,"RVB",2023,"TURB W",6.3718085106383,6.3718085106383
"277",2023-09-18,261,"BDL",2023,"EL COND",1604.94791666667,0.902011437415186
"278",2023-09-18,261,"BDL",2023,"TEMP W",68.64375,20.3576388888889
"279",2023-09-18,261,"BDL",2023,"TURB W",31.8505208333333,31.8505208333333
"280",2023-09-18,261,"RVB",2023,"EL COND",159.65625,0.083366608520332
"281",2023-09-18,261,"RVB",2023,"TEMP W",68.8572916666667,20.4762731481481
"282",2023-09-18,261,"RVB",2023,"TURB W",5.64604166666667,5.64604166666667
"283",2023-09-19,262,"BDL",2023,"EL COND",1549.16666666667,0.869168791161955
"284",2023-09-19,262,"BDL",2023,"TEMP W",68.3583333333333,20.1990740740741
"285",2023-09-19,262,"BDL",2023,"TURB W",29.1258333333333,29.1258333333333
"286",2023-09-19,262,"RVB",2023,"EL COND",157.072916666667,0.0819889553554556
"287",2023-09-19,262,"RVB",2023,"TEMP W",68.4885416666667,20.271412037037
"288",2023-09-19,262,"RVB",2023,"TURB W",5.05145833333333,5.05145833333333
"289",2023-09-20,263,"BDL",2023,"EL COND",1587.65625,0.891822782922368
"290",2023-09-20,263,"BDL",2023,"TEMP W",68.3041666666667,20.1689814814815
"291",2023-09-20,263,"BDL",2023,"TURB W",27.955,27.955
"292",2023-09-20,263,"RVB",2023,"EL COND",155.260416666667,0.0810225244617748
"293",2023-09-20,263,"RVB",2023,"TEMP W",68.4114583333333,20.228587962963
"294",2023-09-20,263,"RVB",2023,"TURB W",4.44333333333333,4.44333333333333
"295",2023-09-21,264,"BDL",2023,"EL COND",1625.8125,0.914314491218223
"296",2023-09-21,264,"BDL",2023,"TEMP W",67.9020833333333,19.9456018518519
"297",2023-09-21,264,"BDL",2023,"TURB W",25.2575,25.2575
"298",2023-09-21,264,"RVB",2023,"EL COND",151.1875,0.0788512560754531
"299",2023-09-21,264,"RVB",2023,"TEMP W",68.1239583333333,20.0688657407407
"300",2023-09-21,264,"RVB",2023,"TURB W",3.84208333333333,3.84208333333333
"301",2023-09-22,265,"BDL",2023,"EL COND",1696.1914893617,0.955886979445131
"302",2023-09-22,265,"BDL",2023,"TEMP W",67.6468085106383,19.8037825059102
"303",2023-09-22,265,"BDL",2023,"TURB W",24.653085106383,24.653085106383
"304",2023-09-22,265,"RVB",2023,"EL COND",150.621052631579,0.0785493280128109
"305",2023-09-22,265,"RVB",2023,"TEMP W",67.8526315789474,19.9181286549708
"306",2023-09-22,265,"RVB",2023,"TURB W",3.59242105263158,3.59242105263158
"307",2023-09-23,266,"BDL",2023,"EL COND",1525.69791666667,0.855372798693156
"308",2023-09-23,266,"BDL",2023,"TEMP W",67.3979166666667,19.6655092592593
"309",2023-09-23,266,"BDL",2023,"TURB W",23.9058333333333,23.9058333333333
"310",2023-09-23,266,"RVB",2023,"EL COND",149.322916666667,0.0778574342452076
"311",2023-09-23,266,"RVB",2023,"TEMP W",67.5260416666667,19.7366898148148
"312",2023-09-23,266,"RVB",2023,"TURB W",4.09510416666667,4.09510416666667
"313",2023-09-24,267,"BDL",2023,"EL COND",1464.27368421053,0.81932744095168
"314",2023-09-24,267,"BDL",2023,"TEMP W",67.0063157894737,19.4479532163743
"315",2023-09-24,267,"BDL",2023,"TURB W",25.3012631578947,25.3012631578947
"316",2023-09-24,267,"RVB",2023,"EL COND",148.473684210526,0.0774048306734099
"317",2023-09-24,267,"RVB",2023,"TEMP W",67.1757894736842,19.5421052631579
"318",2023-09-24,267,"RVB",2023,"TURB W",4.56884210526316,4.56884210526316
"319",2023-09-25,268,"BDL",2023,"EL COND",1480.5,0.828840571852134
"320",2023-09-25,268,"BDL",2023,"TEMP W",66.8854166666667,19.380787037037
"321",2023-09-25,268,"BDL",2023,"TURB W",27.6722916666667,27.6722916666667
"322",2023-09-25,268,"RVB",2023,"EL COND",146.315789473684,0.0762548673815075
"323",2023-09-25,268,"RVB",2023,"TEMP W",66.9705263157895,19.4280701754386
"324",2023-09-25,268,"RVB",2023,"TURB W",4.83136842105263,4.83136842105263
"325",2023-09-26,269,"BDL",2023,"EL COND",1560.1914893617,0.875654176245422
"326",2023-09-26,269,"BDL",2023,"TEMP W",67.4074468085106,19.6708037825059
"327",2023-09-26,269,"BDL",2023,"TURB W",30.0227659574468,30.0227659574468
"328",2023-09-26,269,"RVB",2023,"EL COND",143.053191489362,0.0745164543598764
"329",2023-09-26,269,"RVB",2023,"TEMP W",66.8914893617021,19.3841607565012
"330",2023-09-26,269,"RVB",2023,"TURB W",5.29744680851064,5.29744680851064
"331",2023-09-27,270,"BDL",2023,"EL COND",1616.02083333333,0.908539475273112
"332",2023-09-27,270,"BDL",2023,"TEMP W",67.6791666666667,19.8217592592593
"333",2023-09-27,270,"BDL",2023,"TURB W",33.4257291666667,33.4257291666667
"334",2023-09-27,270,"RVB",2023,"EL COND",139.9375,0.0728565840264714
"335",2023-09-27,270,"RVB",2023,"TEMP W",66.65,19.25
"336",2023-09-27,270,"RVB",2023,"TURB W",5.44708333333333,5.44708333333333
"337",2023-09-28,271,"BDL",2023,"EL COND",1605.84375,0.902539471254637
