"","Date","Site","Type","Species","CPUE","Mass"
"193","10/12/2023","706","Station","Ostracod",0,0
"194","10/12/2023","706","Station","Pseudodiaptomus forbesi",0,0
"195","10/12/2023","706","Station","Pseudodiaptomus forbesi",197.8,526.148
"196","10/12/2023","706","Station","Pseudodiaptomus forbesi",717.1,824.665
"197","10/12/2023","706","Station","Pseudodiaptomus nauplii",197.8,19.78
"198","10/12/2023","706","Station","Rotifer",0,0
"199","10/18/2023","706","Station","Calanoid_other",0,0
"200","10/18/2023","706","Station","Calanoid_other",2.8,4.2
"201","10/18/2023","706","Station","Calanoid_other",1251.31,3340.9977
"202","10/18/2023","706","Station","Cladocera",0,0
"203","10/18/2023","706","Station","Cladocera",2.8,1.68
"204","10/18/2023","706","Station","Cladocera",11.2,22.4
"205","10/18/2023","706","Station","Copepod nauplii",0,0
"206","10/18/2023","706","Station","Cumacean",0,0
"207","10/18/2023","706","Station","Cyclopoid_other",0,0
"208","10/18/2023","706","Station","Cyclopoid_other",2.8,9.24
"209","10/18/2023","706","Station","Cyclopoid_other",14,22.4
"210","10/18/2023","706","Station","Eurytemora affinis",0,0
"211","10/18/2023","706","Station","Limnoithona",0,0
"212","10/18/2023","706","Station","Limnoithona",14,1.82
"213","10/18/2023","706","Station","Ostracod",2.8,0
"214","10/18/2023","706","Station","Pseudodiaptomus forbesi",0,0
"215","10/18/2023","706","Station","Pseudodiaptomus forbesi",624.3,1660.638
"216","10/18/2023","706","Station","Pseudodiaptomus forbesi",2609,3000.35
"217","10/18/2023","706","Station","Pseudodiaptomus nauplii",173.6,17.36
"218","10/18/2023","706","Station","Rotifer",0,0
"219","8/23/2023","706","Station","Calanoid_other",0,0
"220","8/23/2023","706","Station","Calanoid_other",893.9,2386.713
"221","8/23/2023","706","Station","Cladocera",0,0
"222","8/23/2023","706","Station","Cladocera",13.5,13.5
"223","8/23/2023","706","Station","Cladocera",27.1,16.26
"224","8/23/2023","706","Station","Copepod nauplii",0,0
"225","8/23/2023","706","Station","Cumacean",0,0
"226","8/23/2023","706","Station","Cyclopoid_other",0,0
"227","8/23/2023","706","Station","Cyclopoid_other",40.6,198.94
"228","8/23/2023","706","Station","Eurytemora affinis",0,0
"229","8/23/2023","706","Station","Limnoithona",0,0
"230","8/23/2023","706","Station","Ostracod",13.5,0
"231","8/23/2023","706","Station","Pseudodiaptomus forbesi",0,0
"232","8/23/2023","706","Station","Pseudodiaptomus forbesi",812.7,2161.782
"233","8/23/2023","706","Station","Pseudodiaptomus forbesi",3799.2,4369.08
"234","8/23/2023","706","Station","Pseudodiaptomus nauplii",142.2,14.22
"235","8/23/2023","706","Station","Rotifer",0,0
"236","9/15/2023","706","Station","Calanoid_other",0,0
"237","9/15/2023","706","Station","Calanoid_other",9.1,24.297
"238","9/15/2023","706","Station","Cladocera",0,0
"239","9/15/2023","706","Station","Cladocera",18.2,29.12
"240","9/15/2023","706","Station","Cladocera",15.2,15.2
"241","9/15/2023","706","Station","Copepod nauplii",0,0
"242","9/15/2023","706","Station","Cumacean",0,0
"243","9/15/2023","706","Station","Cyclopoid_other",0,0
"244","9/15/2023","706","Station","Cyclopoid_other",9.1,30.03
"245","9/15/2023","706","Station","Cyclopoid_other",24.3,38.88
"246","9/15/2023","706","Station","Eurytemora affinis",0,0
"247","9/15/2023","706","Station","Limnoithona",0,0
"248","9/15/2023","706","Station","Ostracod",3,0
"249","9/15/2023","706","Station","Pseudodiaptomus forbesi",0,0
"250","9/15/2023","706","Station","Pseudodiaptomus forbesi",173,460.18
"251","9/15/2023","706","Station","Pseudodiaptomus forbesi",1353.3,1556.295
"252","9/15/2023","706","Station","Pseudodiaptomus nauplii",218.5,21.85
"253","9/15/2023","706","Station","Rotifer",0,0
"254","9/20/2023","706","Station","Calanoid_other",0,0
"255","9/20/2023","706","Station","Calanoid_other",6,12
"256","9/20/2023","706","Station","Calanoid_other",203.09,542.2503
"257","9/20/2023","706","Station","Cladocera",0,0
"258","9/20/2023","706","Station","Cladocera",13.9,13.9
"259","9/20/2023","706","Station","Cladocera",15.9,9.54
"260","9/20/2023","706","Station","Cladocera",23.9,23.9
"261","9/20/2023","706","Station","Copepod nauplii",0,0
"262","9/20/2023","706","Station","Cumacean",0,0
"263","9/20/2023","706","Station","Cyclopoid_other",0,0
"264","9/20/2023","706","Station","Cyclopoid_other",8,26.4
"265","9/20/2023","706","Station","Cyclopoid_other",45.8,73.28
"266","9/20/2023","706","Station","Eurytemora affinis",0,0
"267","9/20/2023","706","Station","Limnoithona",0,0
"268","9/20/2023","706","Station","Ostracod",4,0
"269","9/20/2023","706","Station","Pseudodiaptomus forbesi",0,0
"270","9/20/2023","706","Station","Pseudodiaptomus forbesi",39.8,105.868
"271","9/20/2023","706","Station","Pseudodiaptomus forbesi",1055.3,1213.595
"272","9/20/2023","706","Station","Pseudodiaptomus nauplii",27.9,2.79
"273","9/20/2023","706","Station","Rotifer",0,0
"274","10/12/2023","707","Station","Calanoid_other",0,0
"275","10/12/2023","707","Station","Calanoid_other",11.4,30.438
"276","10/12/2023","707","Station","Cladocera",0,0
"277","10/12/2023","707","Station","Cladocera",5.7,3.42
"278","10/12/2023","707","Station","Cladocera",8.5,8.5
"279","10/12/2023","707","Station","Cladocera",25.6,25.6
"280","10/12/2023","707","Station","Copepod nauplii",0,0
"281","10/12/2023","707","Station","Cumacean",0,0
"282","10/12/2023","707","Station","Cyclopoid_other",0,0
"283","10/12/2023","707","Station","Cyclopoid_other",2.8,9.24
"284","10/12/2023","707","Station","Cyclopoid_other",19.9,31.84
"285","10/12/2023","707","Station","Eurytemora affinis",0,0
"286","10/12/2023","707","Station","Limnoithona",0,0
"287","10/12/2023","707","Station","Ostracod",2.8,0
"288","10/12/2023","707","Station","Pseudodiaptomus forbesi",0,0
"289","10/12/2023","707","Station","Pseudodiaptomus forbesi",406.3,1080.758
"290","10/12/2023","707","Station","Pseudodiaptomus forbesi",1056.9,1215.435
"291","10/12/2023","707","Station","Pseudodiaptomus nauplii",102.3,10.23
"292","10/12/2023","707","Station","Rotifer",0,0
"293","8/23/2023","707","Station","Calanoid_other",0,0
"294","8/23/2023","707","Station","Calanoid_other",178.6,476.862
"295","8/23/2023","707","Station","Cladocera",0,0
"296","8/23/2023","707","Station","Cladocera",19.8,19.8
"297","8/23/2023","707","Station","Cladocera",49.6,79.36
"298","8/23/2023","707","Station","Copepod nauplii",0,0
"299","8/23/2023","707","Station","Cumacean",0,0
"300","8/23/2023","707","Station","Cyclopoid_other",0,0
"301","8/23/2023","707","Station","Cyclopoid_other",5,16.5
"302","8/23/2023","707","Station","Cyclopoid_other",9.9,15.84
"303","8/23/2023","707","Station","Eurytemora affinis",0,0
"304","8/23/2023","707","Station","Limnoithona",0,0
"305","8/23/2023","707","Station","Ostracod",0,0
"306","8/23/2023","707","Station","Pseudodiaptomus forbesi",0,0
"307","8/23/2023","707","Station","Pseudodiaptomus forbesi",109.1,290.206
"308","8/23/2023","707","Station","Pseudodiaptomus forbesi",2931.4,3371.11
"309","8/23/2023","707","Station","Pseudodiaptomus nauplii",9.9,0.99
"310","8/23/2023","707","Station","Rotifer",0,0
"311","9/15/2023","707","Station","Calanoid_other",0,0
"312","9/15/2023","707","Station","Calanoid_other",3.1,4.65
"313","9/15/2023","707","Station","Calanoid_other",12.3,32.841
"314","9/15/2023","707","Station","Cladocera",0,0
"315","9/15/2023","707","Station","Cladocera",6.2,6.2
"316","9/15/2023","707","Station","Cladocera",9.2,5.52
"317","9/15/2023","707","Station","Cladocera",15.4,15.4
"318","9/15/2023","707","Station","Copepod nauplii",0,0
"319","9/15/2023","707","Station","Cumacean",0,0
"320","9/15/2023","707","Station","Cyclopoid_other",0,0
"321","9/15/2023","707","Station","Cyclopoid_other",6.2,20.46
"322","9/15/2023","707","Station","Cyclopoid_other",49.3,78.88
"323","9/15/2023","707","Station","Eurytemora affinis",0,0
"324","9/15/2023","707","Station","Limnoithona",0,0
"325","9/15/2023","707","Station","Limnoithona",3.1,0.403
"326","9/15/2023","707","Station","Ostracod",3.1,0
"327","9/15/2023","707","Station","Pseudodiaptomus forbesi",0,0
"328","9/15/2023","707","Station","Pseudodiaptomus forbesi",203.2,540.512
"329","9/15/2023","707","Station","Pseudodiaptomus forbesi",1062.4,1221.76
"330","9/15/2023","707","Station","Pseudodiaptomus nauplii",86.2,8.62
"331","9/15/2023","707","Station","Rotifer",0,0
"332","8/21/2023","MONT","Station","Calanoid_other",0,0
"333","8/21/2023","MONT","Station","Calanoid_other",764.6,2041.482
"334","8/21/2023","MONT","Station","Cladocera",0,0
"335","8/21/2023","MONT","Station","Cladocera",4.6,4.6
"336","8/21/2023","MONT","Station","Copepod nauplii",0,0
"337","8/21/2023","MONT","Station","Cumacean",0,0
"338","8/21/2023","MONT","Station","Cyclopoid_other",0,0
"339","8/21/2023","MONT","Station","Eurytemora affinis",0,0
"340","8/21/2023","MONT","Station","Limnoithona",0,0
"341","8/21/2023","MONT","Station","Limnoithona",1.2,0.156
"342","8/21/2023","MONT","Station","Ostracod",33.5,0
"343","8/21/2023","MONT","Station","Pseudodiaptomus forbesi",0,0
"344","8/21/2023","MONT","Station","Pseudodiaptomus forbesi",2.3,2.645
"345","8/21/2023","MONT","Station","Pseudodiaptomus forbesi",6.9,18.354
"346","8/21/2023","MONT","Station","Pseudodiaptomus nauplii",0,0
"347","8/21/2023","MONT","Station","Rotifer",0,0
"348","1694649600","Rio Vista","Flip","Cladocera",7.5,145.294697271894
"349","1695859200","Rio Vista","Flip","Cladocera",5,97.7437054374559
"350","1696982400","Rio Vista","Flip","Cladocera",3,47.550991834438
"351","1694649600","Rio Vista","Flip","Copepod nauplii",82.5,217.942045907841
"352","1695859200","Rio Vista","Flip","Copepod nauplii",53,140.011253734734
"353","1696982400","Rio Vista","Flip","Copepod nauplii",53,140.011253734734
"354","1694649600","Rio Vista","Flip","Cyclopoid_other",2.5,105.668870743196
"355","1695859200","Rio Vista","Flip","Cyclopoid_other",3,126.802644891835
"356","1696982400","Rio Vista","Flip","Cyclopoid_other",4,169.070193189113
"357","1694649600","Rio Vista","Flip","Gastropod",7.5,0
"358","1695859200","Rio Vista","Flip","Gastropod",7,0
"359","1696982400","Rio Vista","Flip","Gastropod",3,0
"360","1694649600","Rio Vista","Flip","Limnoithona",20,38.9653960865534
"361","1695859200","Rio Vista","Flip","Limnoithona",8,10.8310592511775
"362","1696982400","Rio Vista","Flip","Limnoithona",11,14.0011253734734
"363","1694649600","Rio Vista","Flip","Ostracod",10,0
"364","1695859200","Rio Vista","Flip","Ostracod",1,0
"365","1696982400","Rio Vista","Flip","Ostracod",2,0
"366","1694649600","Rio Vista","Flip","Pseudodiaptomus forbesi",12.5,379.747504233359
"367","1695859200","Rio Vista","Flip","Pseudodiaptomus forbesi",11,533.627797253138
"368","1696982400","Rio Vista","Flip","Pseudodiaptomus forbesi",6,262.058799443125
"369","1694649600","Rio Vista","Flip","Pseudodiaptomus nauplii",282.5,746.286399623819
"370","1695859200","Rio Vista","Flip","Pseudodiaptomus nauplii",138,364.557604064025
"371","1696982400","Rio Vista","Flip","Pseudodiaptomus nauplii",118,311.723168692427
"372","1694649600","Rio Vista","Flip","Rotifer",92.5,283.985090122338
"373","1695859200","Rio Vista","Flip","Rotifer",18,55.4761571401777
"374","1696982400","Rio Vista","Flip","Rotifer",31,82.4217191796926
"375","1694649600","Rio Vista","Outside","Cladocera",8,211.337741486391
"376","1695859200","Rio Vista","Outside","Cladocera",7.5,158.503306114793
"377","1696982400","Rio Vista","Outside","Cladocera",1.53846153846154,24.3851240176605
"378","1694649600","Rio Vista","Outside","Copepod nauplii",70,184.920523800592
"379","1695859200","Rio Vista","Outside","Copepod nauplii",48.75,128.78393621827
"380","1696982400","Rio Vista","Outside","Copepod nauplii",66.1538461538462,174.7600554599
"381","1694649600","Rio Vista","Outside","Cyclopoid_other",2,84.5350965945565
"382","1695859200","Rio Vista","Outside","Cyclopoid_other",9.375,396.258265286983
"383","1696982400","Rio Vista","Outside","Cyclopoid_other",1.53846153846154,134.118182097133
"384","1696982400","Rio Vista","Outside","Eurytemora affinis",1.53846153846154,4.06418733627675
"385","1694649600","Rio Vista","Outside","Gastropod",8,0
"386","1695859200","Rio Vista","Outside","Gastropod",11.25,0
"387","1696982400","Rio Vista","Outside","Gastropod",10.7692307692308,0
"388","1694649600","Rio Vista","Outside","Limnoithona",8,13.2086088428994
"389","1695859200","Rio Vista","Outside","Limnoithona",13.125,27.2427557384801
"390","1696982400","Rio Vista","Outside","Limnoithona",10.7692307692308,15.037493144224
"391","1694649600","Rio Vista","Outside","Ostracod",8,0
"392","1695859200","Rio Vista","Outside","Ostracod",13.125,0
"393","1696982400","Rio Vista","Outside","Ostracod",7.69230769230769,0
"394","1694649600","Rio Vista","Outside","Pseudodiaptomus forbesi",56,1781.04881637656
"395","1695859200","Rio Vista","Outside","Pseudodiaptomus forbesi",22.5,758.339255192965
"396","1696982400","Rio Vista","Outside","Pseudodiaptomus forbesi",13.8461538461538,482.012618082423
"397","1694649600","Rio Vista","Outside","Pseudodiaptomus nauplii",214,565.328458476096
"398","1695859200","Rio Vista","Outside","Pseudodiaptomus nauplii",204.375,539.901886453515
"399","1696982400","Rio Vista","Outside","Pseudodiaptomus nauplii",120,317.006612229587
"400","1694649600","Rio Vista","Outside","Rotifer",100,324.40343318161
"401","1695859200","Rio Vista","Outside","Rotifer",31.875,98.0739206585284
"402","1696982400","Rio Vista","Outside","Rotifer",86.1538461538462,262.546501923478
"403","1694649600","Rio Vista","Scrub","Cladocera",2.85714285714286,45.286658889941
"404","1695859200","Rio Vista","Scrub","Cladocera",4,73.9682095202369
"405","1696982400","Rio Vista","Scrub","Cladocera",3.75,26.4172176857989
"406","1694649600","Rio Vista","Scrub","Copepod nauplii",65.7142857142857,173.598859078107
"407","1695859200","Rio Vista","Scrub","Copepod nauplii",39,103.027148974616
"408","1696982400","Rio Vista","Scrub","Copepod nauplii",33.75,89.1581096895713
"409","1696982400","Rio Vista","Scrub","Corophiidae",1.25,6211.34830837347
"410","1694649600","Rio Vista","Scrub","Cyclopoid_other",5.71428571428571,241.528847413018
"411","1695859200","Rio Vista","Scrub","Cyclopoid_other",2,84.5350965945565
"412","1696982400","Rio Vista","Scrub","Eurytemora affinis",1.25,3.30215221072486
"413","1695859200","Rio Vista","Scrub","Gastropod",7,0
"414","1696982400","Rio Vista","Scrub","Gastropod",12.5,0
"415","1694649600","Rio Vista","Scrub","Limnoithona",5.71428571428571,12.8312200188166
"416","1695859200","Rio Vista","Scrub","Limnoithona",3,3.17006612229587
"417","1696982400","Rio Vista","Scrub","Limnoithona",6.25,6.60430442144972
"418","1694649600","Rio Vista","Scrub","Ostracod",28.5714285714286,0
"419","1695859200","Rio Vista","Scrub","Ostracod",7,0
"420","1696982400","Rio Vista","Scrub","Ostracod",1.25,0
"421","1694649600","Rio Vista","Scrub","Pseudodiaptomus forbesi",31.4285714285714,1524.65084929468
"422","1695859200","Rio Vista","Scrub","Pseudodiaptomus forbesi",12,683.677593708475
"423","1696982400","Rio Vista","Scrub","Pseudodiaptomus forbesi",2.5,175.674497610563
"424","1694649600","Rio Vista","Scrub","Pseudodiaptomus nauplii",180,475.50991834438
"425","1695859200","Rio Vista","Scrub","Pseudodiaptomus nauplii",55,145.294697271894
"426","1696982400","Rio Vista","Scrub","Pseudodiaptomus nauplii",98.75,260.870024647264
"427","1694649600","Rio Vista","Scrub","Rotifer",151.428571428571,427.204148861776
"428","1695859200","Rio Vista","Scrub","Rotifer",26,85.0634409482724
"429","1696982400","Rio Vista","Scrub","Rotifer",26.25,93.7811227845861
"430","1694649600","Rio Vista","Outside","Cladocera",4.54545454545455,96.0626097665414
"431","1695859200","Rio Vista","Outside","Cladocera",3.33333333333333,70.445913828797
"432","1696982400","Rio Vista","Outside","Cladocera",1,15.8503306114793
"433","1694649600","Rio Vista","Outside","Copepod nauplii",95.4545454545455,252.164350637171
"434","1695859200","Rio Vista","Outside","Copepod nauplii",73.3333333333333,193.726263029192
"435","1696982400","Rio Vista","Outside","Copepod nauplii",30,79.2516530573967
"436","1694649600","Rio Vista","Outside","Cyclopoid_other",2.27272727272727,198.129132643492
