"","Date","Site","Type","Species","CPUE","Mass"
"200","9/20/2023","609","Station","Cladocera",1.3,4.433
"201","9/20/2023","609","Station","Cladocera",2.6,2.6
"202","9/20/2023","609","Station","Cladocera",6.5,6.5
"203","9/20/2023","609","Station","Copepod nauplii",0,0
"204","9/20/2023","609","Station","Cumacean",0,0
"205","9/20/2023","609","Station","Cyclopoid_other",0,0
"206","9/20/2023","609","Station","Cyclopoid_other",2.6,8.58
"207","9/20/2023","609","Station","Cyclopoid_other",7.8,12.48
"208","9/20/2023","609","Station","Eurytemora affinis",0,0
"209","9/20/2023","609","Station","Limnoithona",0,0
"210","9/20/2023","609","Station","Ostracod",41.4,0
"211","9/20/2023","609","Station","Pseudodiaptomus forbesi",0,0
"212","9/20/2023","609","Station","Pseudodiaptomus forbesi",185.2,492.632
"213","9/20/2023","609","Station","Pseudodiaptomus forbesi",291.3,334.995
"214","9/20/2023","609","Station","Pseudodiaptomus nauplii",0,0
"215","9/20/2023","609","Station","Rotifer",0,0
"216","9/20/2023","609","Station","other",0,0
"217","9/20/2023","609","Station","other",3.9,3.9
"218","9/20/2023","609","Station","other",35,105
"219","9/20/2023","609","Station","other",37.6,43.616
"220","9/20/2023","609","Station","other",64.7,245.86
"221","10/12/2023","706","Station","Calanoid_other",0,0
"222","10/12/2023","706","Station","Calanoid_other",2.75,7.3425
"223","10/12/2023","706","Station","Calanoid_other",5.6,19.6
"224","10/12/2023","706","Station","Cladocera",0,0
"225","10/12/2023","706","Station","Cladocera",2.8,2.8
"226","10/12/2023","706","Station","Cladocera",11,11
"227","10/12/2023","706","Station","Cladocera",13.7,8.22
"228","10/12/2023","706","Station","Copepod nauplii",0,0
"229","10/12/2023","706","Station","Cumacean",0,0
"230","10/12/2023","706","Station","Cyclopoid_other",0,0
"231","10/12/2023","706","Station","Cyclopoid_other",13.7,45.21
"232","10/12/2023","706","Station","Cyclopoid_other",16.5,26.4
"233","10/12/2023","706","Station","Eurytemora affinis",0,0
"234","10/12/2023","706","Station","Limnoithona",0,0
"235","10/12/2023","706","Station","Ostracod",0,0
"236","10/12/2023","706","Station","Pseudodiaptomus forbesi",0,0
"237","10/12/2023","706","Station","Pseudodiaptomus forbesi",197.8,526.148
"238","10/12/2023","706","Station","Pseudodiaptomus forbesi",717.1,824.665
"239","10/12/2023","706","Station","Pseudodiaptomus nauplii",197.8,19.78
"240","10/12/2023","706","Station","Rotifer",0,0
"241","10/12/2023","706","Station","other",0,0
"242","10/18/2023","706","Station","Calanoid_other",0,0
"243","10/18/2023","706","Station","Calanoid_other",2.8,4.2
"244","10/18/2023","706","Station","Calanoid_other",1251.31,3340.9977
"245","10/18/2023","706","Station","Cladocera",0,0
"246","10/18/2023","706","Station","Cladocera",2.8,1.68
"247","10/18/2023","706","Station","Cladocera",11.2,22.4
"248","10/18/2023","706","Station","Copepod nauplii",0,0
"249","10/18/2023","706","Station","Cumacean",0,0
"250","10/18/2023","706","Station","Cyclopoid_other",0,0
"251","10/18/2023","706","Station","Cyclopoid_other",2.8,9.24
"252","10/18/2023","706","Station","Cyclopoid_other",14,22.4
"253","10/18/2023","706","Station","Eurytemora affinis",0,0
"254","10/18/2023","706","Station","Limnoithona",0,0
"255","10/18/2023","706","Station","Limnoithona",14,1.82
"256","10/18/2023","706","Station","Ostracod",2.8,0
"257","10/18/2023","706","Station","Pseudodiaptomus forbesi",0,0
"258","10/18/2023","706","Station","Pseudodiaptomus forbesi",624.3,1660.638
"259","10/18/2023","706","Station","Pseudodiaptomus forbesi",2609,3000.35
"260","10/18/2023","706","Station","Pseudodiaptomus nauplii",173.6,17.36
"261","10/18/2023","706","Station","Rotifer",0,0
"262","10/18/2023","706","Station","other",0,0
"263","10/18/2023","706","Station","other",8.4,9.744
"264","8/23/2023","706","Station","Calanoid_other",0,0
"265","8/23/2023","706","Station","Calanoid_other",893.9,2386.713
"266","8/23/2023","706","Station","Cladocera",0,0
"267","8/23/2023","706","Station","Cladocera",13.5,13.5
"268","8/23/2023","706","Station","Cladocera",27.1,16.26
"269","8/23/2023","706","Station","Copepod nauplii",0,0
"270","8/23/2023","706","Station","Cumacean",0,0
"271","8/23/2023","706","Station","Cyclopoid_other",0,0
"272","8/23/2023","706","Station","Cyclopoid_other",40.6,198.94
"273","8/23/2023","706","Station","Eurytemora affinis",0,0
"274","8/23/2023","706","Station","Limnoithona",0,0
"275","8/23/2023","706","Station","Ostracod",13.5,0
"276","8/23/2023","706","Station","Pseudodiaptomus forbesi",0,0
"277","8/23/2023","706","Station","Pseudodiaptomus forbesi",812.7,2161.782
"278","8/23/2023","706","Station","Pseudodiaptomus forbesi",3799.2,4369.08
"279","8/23/2023","706","Station","Pseudodiaptomus nauplii",142.2,14.22
"280","8/23/2023","706","Station","Rotifer",0,0
"281","8/23/2023","706","Station","other",0,0
"282","8/23/2023","706","Station","other",20.4,125.664
"283","9/15/2023","706","Station","Calanoid_other",0,0
"284","9/15/2023","706","Station","Calanoid_other",9.1,24.297
"285","9/15/2023","706","Station","Cladocera",0,0
"286","9/15/2023","706","Station","Cladocera",18.2,29.12
"287","9/15/2023","706","Station","Cladocera",15.2,15.2
"288","9/15/2023","706","Station","Copepod nauplii",0,0
"289","9/15/2023","706","Station","Cumacean",0,0
"290","9/15/2023","706","Station","Cyclopoid_other",0,0
"291","9/15/2023","706","Station","Cyclopoid_other",9.1,30.03
"292","9/15/2023","706","Station","Cyclopoid_other",24.3,38.88
"293","9/15/2023","706","Station","Eurytemora affinis",0,0
"294","9/15/2023","706","Station","Limnoithona",0,0
"295","9/15/2023","706","Station","Ostracod",3,0
"296","9/15/2023","706","Station","Pseudodiaptomus forbesi",0,0
"297","9/15/2023","706","Station","Pseudodiaptomus forbesi",173,460.18
"298","9/15/2023","706","Station","Pseudodiaptomus forbesi",1353.3,1556.295
"299","9/15/2023","706","Station","Pseudodiaptomus nauplii",218.5,21.85
"300","9/15/2023","706","Station","Rotifer",0,0
"301","9/15/2023","706","Station","other",0,0
"302","9/20/2023","706","Station","Calanoid_other",0,0
"303","9/20/2023","706","Station","Calanoid_other",6,12
"304","9/20/2023","706","Station","Calanoid_other",203.09,542.2503
"305","9/20/2023","706","Station","Cladocera",0,0
"306","9/20/2023","706","Station","Cladocera",13.9,13.9
"307","9/20/2023","706","Station","Cladocera",15.9,9.54
"308","9/20/2023","706","Station","Cladocera",23.9,23.9
"309","9/20/2023","706","Station","Copepod nauplii",0,0
"310","9/20/2023","706","Station","Cumacean",0,0
"311","9/20/2023","706","Station","Cyclopoid_other",0,0
"312","9/20/2023","706","Station","Cyclopoid_other",8,26.4
"313","9/20/2023","706","Station","Cyclopoid_other",45.8,73.28
"314","9/20/2023","706","Station","Eurytemora affinis",0,0
"315","9/20/2023","706","Station","Limnoithona",0,0
"316","9/20/2023","706","Station","Ostracod",4,0
"317","9/20/2023","706","Station","Pseudodiaptomus forbesi",0,0
"318","9/20/2023","706","Station","Pseudodiaptomus forbesi",39.8,105.868
"319","9/20/2023","706","Station","Pseudodiaptomus forbesi",1055.3,1213.595
"320","9/20/2023","706","Station","Pseudodiaptomus nauplii",27.9,2.79
"321","9/20/2023","706","Station","Rotifer",0,0
"322","9/20/2023","706","Station","other",0,0
"323","9/20/2023","706","Station","other",2,2
"324","10/12/2023","707","Station","Calanoid_other",0,0
"325","10/12/2023","707","Station","Calanoid_other",11.4,30.438
"326","10/12/2023","707","Station","Cladocera",0,0
"327","10/12/2023","707","Station","Cladocera",5.7,3.42
"328","10/12/2023","707","Station","Cladocera",8.5,8.5
"329","10/12/2023","707","Station","Cladocera",25.6,25.6
"330","10/12/2023","707","Station","Copepod nauplii",0,0
"331","10/12/2023","707","Station","Cumacean",0,0
"332","10/12/2023","707","Station","Cyclopoid_other",0,0
"333","10/12/2023","707","Station","Cyclopoid_other",2.8,9.24
"334","10/12/2023","707","Station","Cyclopoid_other",19.9,31.84
"335","10/12/2023","707","Station","Eurytemora affinis",0,0
"336","10/12/2023","707","Station","Limnoithona",0,0
"337","10/12/2023","707","Station","Ostracod",2.8,0
"338","10/12/2023","707","Station","Pseudodiaptomus forbesi",0,0
"339","10/12/2023","707","Station","Pseudodiaptomus forbesi",406.3,1080.758
"340","10/12/2023","707","Station","Pseudodiaptomus forbesi",1056.9,1215.435
"341","10/12/2023","707","Station","Pseudodiaptomus nauplii",102.3,10.23
"342","10/12/2023","707","Station","Rotifer",0,0
"343","10/12/2023","707","Station","other",0,0
"344","8/23/2023","707","Station","Calanoid_other",0,0
"345","8/23/2023","707","Station","Calanoid_other",178.6,476.862
"346","8/23/2023","707","Station","Cladocera",0,0
"347","8/23/2023","707","Station","Cladocera",19.8,19.8
"348","8/23/2023","707","Station","Cladocera",49.6,79.36
"349","8/23/2023","707","Station","Copepod nauplii",0,0
"350","8/23/2023","707","Station","Cumacean",0,0
"351","8/23/2023","707","Station","Cyclopoid_other",0,0
"352","8/23/2023","707","Station","Cyclopoid_other",5,16.5
"353","8/23/2023","707","Station","Cyclopoid_other",9.9,15.84
"354","8/23/2023","707","Station","Eurytemora affinis",0,0
"355","8/23/2023","707","Station","Limnoithona",0,0
"356","8/23/2023","707","Station","Ostracod",0,0
"357","8/23/2023","707","Station","Pseudodiaptomus forbesi",0,0
"358","8/23/2023","707","Station","Pseudodiaptomus forbesi",109.1,290.206
"359","8/23/2023","707","Station","Pseudodiaptomus forbesi",2931.4,3371.11
"360","8/23/2023","707","Station","Pseudodiaptomus nauplii",9.9,0.99
"361","8/23/2023","707","Station","Rotifer",0,0
"362","8/23/2023","707","Station","other",0,0
"363","9/15/2023","707","Station","Calanoid_other",0,0
"364","9/15/2023","707","Station","Calanoid_other",3.1,4.65
"365","9/15/2023","707","Station","Calanoid_other",12.3,32.841
"366","9/15/2023","707","Station","Cladocera",0,0
"367","9/15/2023","707","Station","Cladocera",6.2,6.2
"368","9/15/2023","707","Station","Cladocera",9.2,5.52
"369","9/15/2023","707","Station","Cladocera",15.4,15.4
"370","9/15/2023","707","Station","Copepod nauplii",0,0
"371","9/15/2023","707","Station","Cumacean",0,0
"372","9/15/2023","707","Station","Cyclopoid_other",0,0
"373","9/15/2023","707","Station","Cyclopoid_other",6.2,20.46
"374","9/15/2023","707","Station","Cyclopoid_other",49.3,78.88
"375","9/15/2023","707","Station","Eurytemora affinis",0,0
"376","9/15/2023","707","Station","Limnoithona",0,0
"377","9/15/2023","707","Station","Limnoithona",3.1,0.403
"378","9/15/2023","707","Station","Ostracod",3.1,0
"379","9/15/2023","707","Station","Pseudodiaptomus forbesi",0,0
"380","9/15/2023","707","Station","Pseudodiaptomus forbesi",203.2,540.512
"381","9/15/2023","707","Station","Pseudodiaptomus forbesi",1062.4,1221.76
"382","9/15/2023","707","Station","Pseudodiaptomus nauplii",86.2,8.62
"383","9/15/2023","707","Station","Rotifer",0,0
"384","9/15/2023","707","Station","other",0,0
"385","8/21/2023","MONT","Station","Calanoid_other",0,0
"386","8/21/2023","MONT","Station","Calanoid_other",764.6,2041.482
"387","8/21/2023","MONT","Station","Cladocera",0,0
"388","8/21/2023","MONT","Station","Cladocera",4.6,4.6
"389","8/21/2023","MONT","Station","Copepod nauplii",0,0
"390","8/21/2023","MONT","Station","Cumacean",0,0
"391","8/21/2023","MONT","Station","Cyclopoid_other",0,0
"392","8/21/2023","MONT","Station","Eurytemora affinis",0,0
"393","8/21/2023","MONT","Station","Limnoithona",0,0
"394","8/21/2023","MONT","Station","Limnoithona",1.2,0.156
"395","8/21/2023","MONT","Station","Ostracod",33.5,0
"396","8/21/2023","MONT","Station","Pseudodiaptomus forbesi",0,0
"397","8/21/2023","MONT","Station","Pseudodiaptomus forbesi",2.3,2.645
"398","8/21/2023","MONT","Station","Pseudodiaptomus forbesi",6.9,18.354
"399","8/21/2023","MONT","Station","Pseudodiaptomus nauplii",0,0
"400","8/21/2023","MONT","Station","Rotifer",0,0
"401","8/21/2023","MONT","Station","other",0,0
"402","8/21/2023","MONT","Station","other",1.2,1.2
"403","8/21/2023","MONT","Station","other",24.3,72.9
"404","8/21/2023","MONT","Station","other",33.5,127.3
"405","8/21/2023","MONT","Station","other",67,77.72
"406","1696982400","Rio Vista","Flip","Annelida",1,0
"407","1694649600","Rio Vista","Flip","Cladocera",7.5,145.294697271894
"408","1695859200","Rio Vista","Flip","Cladocera",5,97.7437054374559
"409","1696982400","Rio Vista","Flip","Cladocera",3,47.550991834438
"410","1694649600","Rio Vista","Flip","Copepod nauplii",82.5,217.942045907841
"411","1695859200","Rio Vista","Flip","Copepod nauplii",53,140.011253734734
"412","1696982400","Rio Vista","Flip","Copepod nauplii",53,140.011253734734
"413","1694649600","Rio Vista","Flip","Cyclopoid_other",2.5,105.668870743196
"414","1695859200","Rio Vista","Flip","Cyclopoid_other",3,126.802644891835
"415","1696982400","Rio Vista","Flip","Cyclopoid_other",4,169.070193189113
"416","1694649600","Rio Vista","Flip","Gastropod",7.5,0
"417","1695859200","Rio Vista","Flip","Gastropod",7,0
"418","1696982400","Rio Vista","Flip","Gastropod",3,0
"419","1696982400","Rio Vista","Flip","Insect",1,464.943031270061
"420","1694649600","Rio Vista","Flip","Limnoithona",20,38.9653960865534
"421","1695859200","Rio Vista","Flip","Limnoithona",8,10.8310592511775
"422","1696982400","Rio Vista","Flip","Limnoithona",11,14.0011253734734
"423","1694649600","Rio Vista","Flip","Ostracod",10,0
"424","1695859200","Rio Vista","Flip","Ostracod",1,0
"425","1696982400","Rio Vista","Flip","Ostracod",2,0
"426","1694649600","Rio Vista","Flip","Pseudodiaptomus forbesi",12.5,379.747504233359
"427","1695859200","Rio Vista","Flip","Pseudodiaptomus forbesi",11,533.627797253138
"428","1696982400","Rio Vista","Flip","Pseudodiaptomus forbesi",6,262.058799443125
"429","1694649600","Rio Vista","Flip","Pseudodiaptomus nauplii",282.5,746.286399623819
"430","1695859200","Rio Vista","Flip","Pseudodiaptomus nauplii",138,364.557604064025
"431","1696982400","Rio Vista","Flip","Pseudodiaptomus nauplii",118,311.723168692427
"432","1694649600","Rio Vista","Flip","Rotifer",92.5,283.985090122338
"433","1695859200","Rio Vista","Flip","Rotifer",18,55.4761571401777
"434","1696982400","Rio Vista","Flip","Rotifer",31,82.4217191796926
"435","1694649600","Rio Vista","Flip","other",5,0
"436","1695859200","Rio Vista","Flip","other",4,26.4172176857989
"437","1696982400","Rio Vista","Flip","other",7,0
"438","1695859200","Rio Vista","Outside","Annelida",1.875,0
"439","1694649600","Rio Vista","Outside","Cladocera",8,211.337741486391
"440","1695859200","Rio Vista","Outside","Cladocera",7.5,158.503306114793
"441","1696982400","Rio Vista","Outside","Cladocera",1.53846153846154,24.3851240176605
"442","1694649600","Rio Vista","Outside","Copepod nauplii",70,184.920523800592
"443","1695859200","Rio Vista","Outside","Copepod nauplii",48.75,128.78393621827
"444","1696982400","Rio Vista","Outside","Copepod nauplii",66.1538461538462,174.7600554599
"445","1694649600","Rio Vista","Outside","Cyclopoid_other",2,84.5350965945565
"446","1695859200","Rio Vista","Outside","Cyclopoid_other",9.375,396.258265286983
"447","1696982400","Rio Vista","Outside","Cyclopoid_other",1.53846153846154,134.118182097133
"448","1696982400","Rio Vista","Outside","Eurytemora affinis",1.53846153846154,4.06418733627675
"449","1694649600","Rio Vista","Outside","Gammaridea",4,35927.4160526865
"450","1696982400","Rio Vista","Outside","Gammaridea",1.53846153846154,13818.236943341
"451","1694649600","Rio Vista","Outside","Gastropod",8,0
"452","1695859200","Rio Vista","Outside","Gastropod",11.25,0
"453","1696982400","Rio Vista","Outside","Gastropod",10.7692307692308,0
"454","1696982400","Rio Vista","Outside","Hyalella",1.53846153846154,13862.94300404
"455","1695859200","Rio Vista","Outside","Insect",1.875,871.768183631364
"456","1696982400","Rio Vista","Outside","Insect",3.07692307692308,1430.59394236942
"457","1694649600","Rio Vista","Outside","Limnoithona",8,13.2086088428994
"458","1695859200","Rio Vista","Outside","Limnoithona",13.125,27.2427557384801
"459","1696982400","Rio Vista","Outside","Limnoithona",10.7692307692308,15.037493144224
"460","1694649600","Rio Vista","Outside","Ostracod",8,0
"461","1695859200","Rio Vista","Outside","Ostracod",13.125,0
"462","1696982400","Rio Vista","Outside","Ostracod",7.69230769230769,0
